2.722072506028561101e-01,6.723644589700796814e-01
3.194144251493091780e-02,2.272834641716388937e+00
8.712862774277252420e-01,-1.059916024486855513e-01
1.252877898730332173e+00,1.101520690432634453e+00
1.884090896833495954e+00,2.294689398771868394e+00
1.148117854641360625e+00,2.602391361604335707e+00
1.280084488537970078e+00,1.401759505030798714e+00
1.448766000949443189e+00,1.782440328323710022e+00
8.086686992657048378e-01,6.035104354999041298e-01
2.155923286916774373e+00,1.301827547615049596e+00
3.884144738395086893e+00,4.537763333835448165e+00
1.622458802040032344e+00,8.802937816335902887e-01
7.615176725689178916e-01,-6.928480020298466435e-01
2.053963886590354893e+00,1.866780036564521073e+00
-6.210512297732018183e-02,1.407253646922964840e+00
1.676730333294381925e+00,2.054892852896555766e+00
3.759243244677401563e+00,1.778446776453474154e+00
2.223126275049703171e+00,2.379475244153683278e+00
3.333470920583381236e-01,1.535726940842749855e+00
2.486586238729930898e+00,2.184283488154595609e+00
3.618082473551086586e+00,2.198064536372111633e+00
2.502285633185482805e+00,4.453061028417272027e+00
2.660408887296688896e+00,2.222334585685502351e+00
2.696207429630553598e+00,3.473697785462463550e+00
3.504046675205195527e+00,3.291306394991226902e+00
2.582045541303584546e+00,2.968948039162846442e+00
3.032686317579455171e+00,1.852054133457042617e+00
1.810240590411320127e+00,2.238572460941737674e+00
1.791158446757107114e+00,2.093630344496888451e+00
2.730709630303016056e+00,2.367968464315877597e+00
2.762144411584503079e+00,2.402591250043961679e+00
3.567346638409201631e+00,1.841064036077524557e+00
2.047234921616909453e+00,1.645453985408647402e+00
3.180402053917106286e+00,3.643184309442879965e+00
2.759770734469888520e+00,2.811716130266027402e+00
1.304097596116069901e+00,1.433080506873480875e+00
1.630662972272948652e+00,3.958371519192960264e-01
1.993966963210076049e+00,1.309156872269762850e+00
3.043557285116785138e+00,2.464707620352369233e+00
2.241729736320799304e+00,2.297895078550544756e+00
2.558636117856686987e+00,3.459462604810874087e+00
2.364846340743793629e+00,8.286026544665696658e-01
-2.368087950802024721e-01,1.659080380950381350e+00
1.069109363819791714e+00,8.891845280074406332e-01
2.400073107931345540e+00,3.454524834862481963e+00
1.737938943107811385e+00,2.960384013490238608e+00
1.331309059770935610e+00,2.307948096254648362e+00
1.338091062895858885e+00,2.044664231087807149e+00
1.097971468362588965e+00,2.883841962268424375e+00
1.689096221948868770e+00,2.091085585393570145e+00
1.043023187766133564e+00,-3.047358733763125826e-01
2.615573929736673797e+00,3.584970637894684842e+00
2.044144077778319524e+00,3.987765263427612616e+00
2.731931950545746890e+00,1.984477139104989130e+00
-4.055740406539540821e-01,1.074940750780470688e+00
-7.037583193235930068e-02,8.356688263430263053e-01
1.790810845099511717e+00,3.700875798198545397e+00
1.830869529645562377e+00,2.633325925441957427e+00
1.257160778668553025e+00,1.102150685577719003e+00
1.007088329557078499e+00,1.929295001123605635e+00
2.223706322678271619e+00,1.124305532094076909e+00
1.078525216415751498e+00,2.404911113102782050e+00
2.676330681343384477e+00,2.526696141015713604e+00
1.452222166098292799e+00,3.301485894577634639e+00
1.214044743475589438e+00,1.621506579716699870e+00
2.397142283605726565e+00,2.936391474897543485e+00
2.568073935593663037e+00,2.599904493868014477e+00
2.212442209299572582e+00,2.888875504246072090e+00
1.604807083011643876e+00,1.396508327433649166e+00
2.203578881131103451e+00,1.110517372400597669e+00
3.071771108237213443e+00,3.511162809501750637e+00
1.538140800423788646e+00,2.173172237315895039e+00
-5.361036594235271124e-01,4.083758275668867288e-01
2.232019092325760568e+00,3.349035380421613972e+00
3.370401548938529501e+00,2.908816944123820303e+00
1.202427602981478660e+00,2.915770324630845511e+00
3.058195864814415188e+00,2.231757326155400456e+00
2.417001530400185949e+00,1.753523244038078577e+00
1.564270424821370575e+00,4.843389164579474659e-01
3.212647025406527579e+00,2.774826980662093323e+00
1.466542727300063964e+00,3.396074781117049746e+00
1.134001841628175189e+00,1.221553083013366070e+00
2.639076801805915640e+00,3.483439778207462645e+00
3.638597448483245955e+00,2.093826351705634359e+00
8.126647134077302770e-01,1.129607325332580015e+00
1.043149038835242459e+00,1.361876691778263648e+00
1.583475720002177622e+00,9.324501267020308681e-01
2.554883315526742749e+00,3.236477833808369731e+00
3.040548067695571177e+00,2.350998289945370523e+00
2.385763140783014880e+00,2.403242299808071358e+00
2.994043366639540515e+00,1.619092073221521488e+00
3.669091463308662870e+00,1.445688311084235789e+00
2.259562507968823297e+00,6.575048523620754537e-01
2.930341487830843583e+00,2.982506567091817828e+00
1.868973044870448463e+00,3.411987640277184486e+00
2.986121492604159489e+00,3.253172361953342140e+00
2.618066667387856317e+00,1.449973169646658899e+00
1.632602284383139590e+00,1.461055953160891541e+00
9.198576992663036744e-01,1.743361853230035230e+00
-5.416812611750190243e-01,7.948466882613733908e-01
2.439410439061949099e+00,2.200031261486022682e+00
7.200349890851314161e-01,1.375298719807729331e+00
2.254107858791601249e+00,6.371518144807666317e-01
2.390082496307943227e+00,1.652051587102254304e+00
1.806653380905861361e+00,1.708502991262903503e+00
1.053152836007382742e+00,1.370371051198684853e+00
1.552229557475550692e+00,1.085810460739607741e+00
3.022939296735578374e+00,2.612889603533029792e+00
1.825164243009391507e+00,2.204315978564473255e+00
6.450962953447980652e-02,2.225247787383732856e-02
3.000863542897165726e+00,2.654881767197779130e+00
2.160745154248993050e+00,2.642226628022455337e+00
3.302738359484097774e+00,3.366000353684429403e+00
1.748370844163493087e+00,1.980551880363768946e+00
2.636251754680665194e+00,2.398330024944658412e+00
3.479932865396328623e+00,2.986612982034134056e+00
2.262106805835681467e+00,2.678156852097107077e+00
2.610684306512049524e+00,3.391882408222042677e+00
1.740730931414025795e+00,-3.292540935995065254e-01
1.292395093046130095e+00,1.969303128076375753e+00
2.750672564605419534e+00,2.353400750276621878e+00
2.263973395560716639e+00,1.966182516158988536e+00
3.105614984458650696e+00,1.429611178128673554e+00
4.622422952967339960e-01,1.541860887333555308e+00
3.437606274902407666e+00,1.971181947099893250e+00
1.836638564878644297e+00,1.260850595065578172e+00
2.036729162989190822e+00,1.717400745844095855e+00
1.053735302043852240e+00,1.748484445699858281e+00
3.320067740366383191e+00,1.936703784971327780e+00
3.065675175164403576e+00,3.676054554271608765e+00
3.282990495914625217e+00,2.776174141615937785e+00
2.542706754066203612e+00,2.490139457796657574e+00
3.582478202300960923e+00,3.771256799094789613e+00
1.502086021022608353e+00,1.590508108067270054e+00
2.220535239241775649e+00,2.317935405510558766e+00
3.040712105601626636e+00,2.681193491749762625e-01
1.110835921362760548e-01,5.011769148242026795e-01
2.760479093587952626e+00,2.369525718400351533e+00
1.630459047423105989e+00,1.514355108388739435e+00
2.726377905489596465e+00,4.790870766848915885e+00
1.585644661456449445e+00,2.605817373172249152e+00
1.831144221743537859e+00,3.367521275989335372e+00
1.447597173968212525e+00,2.056441008443663510e+00
2.299643323633109748e+00,3.510788613315810380e+00
7.516768307384205094e-01,2.053523060303418912e+00
2.784453341680975136e+00,2.303426223220187197e+00
5.347575229633276805e-01,-5.252582997582195823e-01
1.549290213122968662e+00,2.686181575725663961e+00
1.623890855498274277e+00,2.206844535251567763e+00
2.160905062934924015e+00,2.530960950782442875e+00
2.302420104520194855e+00,3.960550784138383129e+00
2.442422166893697622e+00,1.762243962896846927e+00
1.653255216002469385e+00,1.192535428613916260e+00
3.828860484348155069e+00,2.482142978550599288e+00
1.478961544379858495e+00,1.319388106233591706e+00
1.576917044210337959e+00,2.654660850186600918e+00
3.341198652455697804e+00,2.610520899590873078e+00
2.286139897496154649e+00,2.380491486813228530e+00
2.179965144327053128e+00,1.893077951937145453e+00
2.107022667904252522e+00,1.999717391613077933e+00
3.029692175437658896e+00,2.216699186883581696e+00
2.207719401954455929e+00,1.316804318958927800e+00
3.158445181225649101e+00,2.846152930099955736e+00
1.008181892687651571e+00,3.264905389985861106e+00
2.138657978460652753e+00,3.081918703430147399e+00
1.947388398769279716e+00,7.584434435655436069e-01
1.922283598114053138e+00,7.384029579207354033e-01
3.999750948963806341e+00,4.606070473323186754e+00
3.295178620619986898e+00,3.746113082425901908e+00
1.762595415810893407e+00,3.422146212000765519e+00
1.301336617935579199e+00,8.479508140841915953e-01
3.202723546376298636e+00,1.988646143282177814e+00
2.522027948261143404e+00,2.241672453076634319e+00
2.237481946403205413e+00,2.394185801675569270e+00
1.324158457834782920e+00,1.673812914827957021e+00
3.380663787151291899e+00,1.942872313349713220e+00
1.163005347545299939e+00,4.735561629953624063e-01
2.825497484420285588e+00,2.304308172119174269e+00
3.835132053397458662e+00,3.357158049356971485e+00
2.105214970832030019e+00,2.725573269175542990e+00
1.393232920875056902e+00,1.397003809961326226e+00
1.023013143641156475e+00,1.362978127442418641e+00
1.933117022883683589e+00,2.094045191181906684e+00
2.362535525778470369e+00,1.967686011745020114e+00
2.795869710130236552e+00,1.667858378660229679e+00
2.253692164380248553e+00,1.260568553450667872e+00
1.395855234773495823e+00,1.146396654612547250e+00
1.710217700390698647e+00,2.204054476671655216e+00
2.228185034950234122e+00,6.575616263167813891e-01
1.739094383653997156e+00,2.619273295734779516e+00
3.276962540244991562e+00,3.664243015640054502e+00
4.464629344347568640e+00,3.442122500711965127e+00
2.794902511905162257e+00,1.138187409583208298e+00
3.589394838268610055e+00,2.117559830805022969e+00
4.905594021000430072e-01,6.547871575873769334e-01
1.620049758317232858e+00,1.397374657802078257e+00
3.114317967253209751e+00,1.497843778602176990e+00
2.633484675818915210e+00,1.871992464007291801e+00
6.864651537196126974e-01,1.827567020377186324e+00
3.036296059325935826e-01,1.156181545393825782e+00
3.076398010431069974e+00,1.960501024470675535e+00
1.157903799813007506e+00,1.514196617285296531e+00
3.353858329483996314e+00,3.709340122227765324e+00
1.265142347248701338e+00,1.324067936430331383e+00
2.564085423965835275e+00,1.756436936349479616e+00
2.852586822607571015e+00,3.652884771947598086e+00
2.384434292620868145e+00,2.150967631077175035e+00
1.571688810229108224e-01,8.416699878821012337e-01
1.607825225938550817e+00,1.749887031125786585e+00
-1.761488167530469440e-01,1.543440490663147813e+00
9.039126648122799423e-01,1.486137256210204427e+00
3.752118513392673549e+00,3.875840427626179974e+00
2.065699312847981695e+00,2.159652542233550410e+00
2.553136715033959891e+00,-1.865404521555964479e-01
2.358086523515484423e+00,2.627990878456245571e+00
3.112753159088439858e+00,1.695847045962180388e+00
1.109019592463205139e+00,1.385891498309333114e+00
2.683592625478186555e+00,2.998409829994010067e+00
1.285839578828869678e+00,1.291132225128230449e+00
1.267560455272230602e+00,1.345820630433891996e+00
2.921988597490506656e+00,1.762568081090593486e+00
1.977271758141211588e+00,2.171564696186983223e+00
1.299060313242305087e+00,1.183952844755078448e+00
2.086172471792026695e+00,1.121560458058298515e+00
2.732971380202450895e+00,2.622582081175562685e+00
2.503211122702843294e+00,3.323458960027524611e+00
1.459369487350806516e+00,1.738465251743260165e+00
6.959786373732508302e-01,2.717022198858048743e+00
3.506768940454286110e+00,1.305327654953727823e+00
1.852702736989253474e+00,1.802099196027587613e+00
2.937599567435593251e+00,1.958769708076822935e+00
2.289680068347689001e+00,2.471018497565510064e+00
1.229225196431638967e+00,3.641678875975387975e+00
3.228379876294405371e+00,2.435262513586733402e+00
3.856260886751971206e+00,4.107745301773508828e+00
4.015986680721155722e+00,3.476532047346654331e+00
2.593601668927722592e+00,1.883873703080834128e+00
-3.105108280020196787e-03,9.912892830354791407e-01
1.298803363328944194e+00,4.163845447790257559e-01
7.746083963980689990e-01,1.270609342742031522e+00
8.172234374240332500e-01,1.846662266206800851e+00
2.999170867515096539e+00,2.574853246537195162e+00
2.580779487473898293e+00,-7.483960550103452292e-02
4.128534041274178890e-01,9.659854683350017623e-01
1.929326963106741344e+00,2.149834618863914582e+00
3.066921801894048727e+00,2.716978437304943927e+00
3.981148255518964785e-01,1.696136797878117886e+00
-2.980361906744821709e-01,-3.719608569548964461e-01
2.827440581960737553e+00,2.313206616020748729e+00
2.920577504085632548e+00,2.842722748144781875e+00
1.685665133023203088e+00,1.651422852491249316e+00
1.167643680966749642e+00,9.334278796222130747e-01
2.591535330055397601e+00,2.010266853195072034e+00
4.197786836968871782e+00,2.630019112660416880e+00
2.370466687173746312e+00,3.671894758838507133e+00
5.371998274818368113e-01,1.912163893874826881e+00
4.138041480989548049e+00,2.169416791203528039e+00
2.483716064516575894e+00,2.659535017812603819e+00
1.044135475323817452e+00,2.092107631291870717e+00
8.824721929736591974e-01,2.625140973629290553e+00
2.649321783748877390e+00,1.736242565707080798e+00
3.900463362971045012e+00,3.011492004875594652e+00
2.234679823751209327e+00,1.345959566397578300e+00
4.825933767561276788e-01,1.894921082793570966e+00
3.620096306152363219e+00,4.484148606650011359e+00
3.738804481674654401e+00,4.140303536764941228e+00
9.068029218887248000e-01,9.716590282323007699e-01
3.400958935081662027e+00,2.815527730803889295e+00
2.317713994665113741e+00,2.135469210875170720e+00
2.230655208106196774e+00,2.120772428796882991e+00
2.419407681309259761e+00,1.210834027576038530e+00
1.450464735709345199e+00,2.968725906065050602e+00
2.555030754468433862e+00,2.111194661313236409e+00
2.345846077863632306e+00,-2.133385884804641641e-01
1.292847998799600662e+00,6.609442407944334796e-01
1.809873013889343740e+00,1.906194369810540579e+00
1.317596039615871906e+00,1.050001293380524281e+00
